,종가
1894,"[1819.6817449182274, 1819.1144458800557, 1820.7594428360462, 1837.5416089519858, 1837.231131374836, 1834.6187555119395, 1835.0049791783094, 1849.1310129649937, 1851.9875138029456, 1849.772300902754, 1850.7943590357902, 1858.0868383646014, 1852.2937184758484, 1857.7763780429962, 1850.2742912992835]"
1895,"[4355.0, 4355.0, 4355.0, 4355.0, 4355.0, 4355.0, 4355.0, 4355.0, 4355.0, 4355.0, 4422.291920349002, 4516.6408776938915, 4355.0, 4403.676500231028, 4435.1087664961815]"
1896,"[94387.94469753902, 94376.67525132498, 94402.15802351634, 94388.91325751941, 94373.05863579115, 94371.42641623816, 94336.35060151418, 94441.35572870572, 94363.71553778648, 94330.58970928192, 94355.5285080274, 94380.83863298099, 94391.21462225914, 94377.05804745357, 94376.5692293644]"
1897,"[5275.108122378588, 5275.364988557994, 5274.108805786818, 5275.405230857432, 5275.216041430831, 5294.753324650228, 5406.494138687849, 5441.804616898298, 5405.076436381787, 5430.924435537308, 5647.867603749037, 5583.669079495594, 5634.816892724484, 5597.587122581899, 5472.245933774393]"
1898,"[11062.70121584336, 11054.765469084185, 11051.597842449944, 11268.652946843456, 11248.448846365016, 11271.113258103529, 11271.5121862789, 11297.306513786318, 11288.551779588064, 11284.417687729003, 11370.419252353411, 11400.282805971801, 11457.573853697008, 11696.677562346062, 11538.069391747316]"
1899,"[2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0, 2300.0]"
1900,"[2397.713641881943, 2395.123401522637, 2502.8312939405446, 2494.0126879811287, 2538.192379683256, 2585.892027616501, 2545.6056722700596, 2631.7588289231066, 2625.169717676938, 2750.585052102804, 2815.3695509731774, 2799.5980831086636, 2912.2055978477006, 3075.767457008362, 3126.4384825080633]"
1901,"[7250.89759765224, 7253.345983072495, 7251.406365452024, 7251.781358579174, 7252.889007921642, 7253.70014913194, 7256.929405760641, 7254.9666242537405, 7256.241484591737, 7255.743404662859, 7257.700200634077, 7256.716419082756, 7255.647801445798, 7260.251155314347, 7255.624780364957]"
1902,"[25850.619812905792, 25845.882712962728, 25840.578182786703, 25831.469095063705, 25837.834479709465, 25848.81388516476, 26586.09845984727, 26496.969085286062, 26566.24110410611, 26359.08936366439, 26186.296621027093, 27165.629924125973, 26609.755627202492, 27148.80650865535, 27066.148638563853]"
1903,"[3065.0, 3067.805064301627, 3077.7544642643384, 3099.3464082957557, 3098.3441996922097, 3206.3318463663263, 3091.5732968250913, 3194.7635291098463, 3205.310547502712, 3154.519218541061, 3242.616431533049, 3260.959049768785, 3189.1986554066343, 3324.5543473288417, 3205.7904283758253]"
1904,"[6700.0, 6700.0, 6700.0, 6710.308856219053, 6826.7428136616945, 6853.622962757946, 6938.725211620331, 7260.290932357312, 7244.62737120688, 7333.968220800161, 7329.393502995371, 7234.22430858016, 7332.441509366036, 7328.215890526772, 7324.6295569092035]"
1905,"[15450.0, 15450.0, 15450.0, 16129.886095623175, 16115.060052076975, 16208.468436102072, 16618.633742450427, 17334.510391950607, 17643.74980193873, 16687.034459461767, 17904.559604227543, 16515.148798724014, 17929.385778556265, 19500.036383630166, 17491.256917901337]"
1906,"[17450.0, 17450.0, 17450.0, 17450.0, 17450.0, 17450.0, 17450.0, 17450.0, 17450.0, 17492.289949581027, 17997.92805314064, 17966.187250489987, 18736.255320953205, 19127.99995144208, 19269.8958178468]"
1907,"[10550.0, 10624.090408831835, 10620.7680807511, 10636.796283461154, 10659.520670374235, 10883.135759755969, 10770.71891091764, 10666.527532661956, 10990.84084175372, 10827.211835809674, 10808.266813068281, 11309.943954705572, 10915.08761730181, 10908.845643258343, 11343.776375136027]"
1908,"[4798.936776300272, 4807.761455496153, 4800.881181200345, 4864.338192383448, 4849.78929095467, 4956.521507948637, 4909.85949759682, 4937.968977600336, 4919.413213630517, 4875.679670080543, 4885.42889414231, 4837.807285308838, 4852.66972482608, 4827.045312454304, 4819.694662079215]"
1909,"[542.347500582536, 545.5211489235361, 545.1811689878504, 563.0316587522626, 558.9956972862283, 579.8403111735979, 579.3641662865876, 574.1663932318488, 597.6181260292728, 598.2416595359643, 611.208447958529, 627.5435810854037, 609.7219311416148, 606.8479367889464, 635.1176206499338]"
1910,"[13803.326450586319, 13813.892170389494, 13790.138280391693, 14133.659698367119, 14239.32207763195, 14672.296809777617, 14543.85607779026, 14385.366175274054, 15144.719397922356, 14147.26454069217, 15117.926231722036, 15205.839331050714, 15386.390907590587, 15321.09188015107, 15518.709526347617]"
1911,"[5700.0, 5700.0, 5700.0, 5770.299172103404, 5767.088084518909, 5760.929892361164, 5825.794267356396, 5863.366712145507, 5826.086134538054, 5903.179332315922, 5941.037738025188, 5872.661696355789, 5949.2250180846895, 6091.028310935944, 6134.442522507161]"
1912,"[4460.583114922046, 4538.5710924863815, 4534.405834525824, 4466.331935115158, 4541.307586878538, 4542.015559077263, 4523.360460549592, 4908.867687028833, 5601.514409929514, 5535.7392861275, 5927.077904045581, 6002.952922694385, 6133.386420607567, 6471.04963760823, 6760.856105182321]"
1913,"[4575.674494981766, 5150.83562207222, 5292.690164724986, 5455.347186644872, 5668.165047446887, 5750.137779434522, 6037.932954510054, 6409.811594724655, 7140.0541298389435, 6897.707769036294, 6886.378942012787, 7921.7962599595385, 8243.231189568838, 7790.787444253763, 8875.091804981232]"
1914,"[12950.0, 12950.0, 12950.0, 13576.126297811668, 13573.63981237868, 14576.813114981633, 14567.817875991266, 17262.174641977374, 17278.894046690162, 17202.33633959433, 17153.96758414184, 18269.91069763899, 18853.67473525306, 18943.691023314994, 18439.941139208775]"
1915,"[5202.923427869876, 5266.762003054221, 5241.601799671848, 5312.070766061544, 5322.128396054109, 5350.279721558094, 5366.807891488075, 5399.834103544554, 5619.187213977178, 5627.950895657143, 5314.9487015903, 5556.578194186091, 5549.303777858615, 5525.133105796452, 5738.192062497139]"
1916,"[4580.0, 4580.0, 4597.409572632362, 4649.463461056352, 4929.179691945513, 4887.599943108857, 5044.694779894625, 5062.244785636042, 5265.83152602613, 5268.711692322045, 5371.43502519528, 5396.942723363637, 5612.006733587632, 6054.8253988524275, 6319.726107843221]"
1917,"[5224.644575228293, 5221.653836021821, 5222.132199426492, 5226.2725799878435, 5283.287326385577, 5285.046754936377, 5385.02136594057, 5417.327703446149, 5565.342830499013, 5563.766961028178, 5695.303232183059, 5688.368567874033, 5825.795069038868, 5793.4117073516045, 5956.854854404925]"
1918,"[4725.0, 4725.0, 4725.0, 4725.0, 4725.0, 4725.0, 4725.0, 4819.892686732113, 4734.470404459164, 4994.260363161563, 4879.782990396022, 4990.814832866192, 4848.7770915180445, 5101.050167620182, 5025.078990340233]"
1919,"[8920.0, 8920.0, 8920.0, 8920.0, 8920.0, 8947.261330708861, 9020.046103775501, 9125.591861858964, 9305.874078139663, 9543.228155642748, 9779.946009159088, 9959.035071089864, 10221.923524647951, 10405.397376604378, 10662.366615787148]"
1920,"[15500.000000000002, 15730.48293540875, 16118.380806942781, 16118.380806942781, 16126.895254806926, 16126.895254806926, 16151.679150145503, 16151.679150145503, 16266.76476692781, 16266.76476692781, 16342.982722179346, 16778.48026042804, 16778.48026042804, 16842.09413356458, 16842.09413356458]"
1921,"[8371.903271225592, 8370.0, 8370.0, 8370.0, 8396.516987825433, 8390.144867060086, 8508.223840335384, 8569.106355013948, 8743.882929460457, 8736.934871474126, 8782.878043019524, 8748.674367273925, 8794.305772535503, 8637.77364490678, 8865.885961163789]"
1922,"[2605.0, 2611.815962524464, 2650.693836721281, 2677.09511350592, 2724.7418989650905, 2718.5278983252742, 2749.7416742344694, 2790.489140347888, 2794.9660268152757, 2844.87778136755, 2895.7118894892433, 2908.630778332707, 2893.3473546008267, 2890.0342481788252, 2914.379009331577]"
1923,"[14250.0, 14250.0, 14348.953934746485, 14323.881962429732, 14584.78270576646, 14571.081331446769, 14699.448169575384, 15211.01806011051, 15084.410618354255, 15299.585698321462, 15501.023237059515, 15616.58941802491, 16001.965047438087, 16641.94607098897, 16299.526542388678]"
1924,"[1749.9999999999998, 1773.8402842432258, 1781.1058956086633, 1796.8501302003858, 1798.3583655431864, 1874.9294175505638, 1882.6295729056, 1901.386036425829, 1876.8195822238922, 1880.2830614540724, 1835.0824001953004, 1843.9961678236723, 1885.4513271749017, 1903.6583868041635, 1845.1475704163313]"
1925,"[1774.3130840857823, 1818.5221571524937, 1816.2153375074265, 1859.630496782561, 1878.4655720591545, 1874.107979764541, 1917.8306019653874, 1928.6228286723294, 1911.400722923378, 1915.9665717383225, 1900.2244004781046, 1954.4426553845403, 2011.7072672173379, 2026.6298308049636, 2052.1322631885605]"
1926,"[9470.0, 9817.00801932812, 9815.743984103205, 9937.290013159314, 9934.140409673255, 9934.447052871188, 9936.373340835175, 10004.80416567872, 9960.835284619283, 9976.449729084969, 9946.33372465397, 9941.837034428338, 9956.38527681601, 10102.049759792786, 10072.988309587197]"
1927,"[18777.483254621424, 19369.884091988206, 19499.200970480837, 19354.38408613205, 19074.173247416813, 19168.63443872581, 19355.53655343751, 19497.449493408203, 20283.29853773117, 21670.57901193698, 22000.90931350986, 22083.571484784283, 21262.539010097582, 21681.609351386625, 21988.74926244219]"
1928,"[6809.999999999999, 6809.999999999999, 7044.677850087483, 7285.836448669433, 7006.167461713155, 7188.849088350932, 7577.273403485616, 7400.143308003743, 7158.868932167688, 7319.840231577555, 7278.717495203017, 7796.930576483407, 7652.7737916310625, 7273.651771863301, 7213.711327870687]"
1929,"[9240.0, 9377.550293698907, 9378.690413072703, 9376.881745884815, 9380.13879652818, 9574.63823937873, 9580.990577499071, 9579.959686870376, 9546.281115964053, 9801.825236355266, 9735.605396591127, 9774.469647735355, 9702.840466886759, 9740.535472383102, 9741.074423233667]"
1930,"[3150.0, 3150.0, 3150.0, 3286.4356994628906, 3615.3688271840415, 3742.3362096150713, 3871.0299094518023, 4141.037670771281, 4222.492504119873, 4492.149448394775, 4590.742015838623, 4914.925638834635, 4872.1737464269, 5226.118795077006, 5311.82967821757]"
1931,"[1719.9999999999998, 1719.9999999999998, 1719.9999999999998, 1719.9999999999998, 1719.9999999999998, 1719.9999999999998, 1744.88407343626, 1771.1531215906143, 1848.6448346450925, 1830.930062830448, 1782.7433530986307, 1798.3346116542816, 1812.4270903691647, 1833.1315261125565, 1859.949755221605]"
1932,"[1270.0, 1328.8326178370044, 1346.8007460273802, 1337.1933845672759, 1359.6900099739435, 1393.5346957282163, 1409.1820716187358, 1409.873308800161, 1393.8027180805802, 1490.3342909142377, 1391.1451167038176, 1412.203389838338, 1535.6664886397778, 1437.824111836031, 1531.4393409918996]"
1933,"[31970.031984324258, 31960.91951258481, 32699.01288866997, 33735.355253219604, 34880.80627769232, 35965.62525729338, 36959.51618164778, 37674.96601166825, 38494.120825479426, 40224.368294775486, 41001.42149331669, 42030.687332103655, 43361.63538619876, 44124.80229213834, 45243.329078257084]"
1934,"[51800.0, 52193.31185658773, 52209.74869092305, 53265.86632410685, 53348.98830413819, 53943.089876174934, 53832.320753733315, 54616.128479639694, 54624.20682271321, 55309.98140335084, 55252.485275268555, 55919.147087732956, 55888.56936136882, 56552.05288251241, 56566.907844543464]"
1935,"[9701.032155303013, 10128.205981850624, 10540.584638218086, 10951.182787120342, 11526.613751550516, 11516.009367505709, 11831.493768344322, 12551.259463777144, 12550.561379144588, 12603.142833694195, 13160.650070259968, 13341.259109420693, 13894.863012681406, 13747.634420295557, 13989.331373681003]"
1936,"[6030.0, 6030.0, 6030.0, 6030.0, 6030.0, 6030.0, 6030.0, 6030.0, 6030.0, 6030.0, 6102.552817533413, 6110.721460193396, 6109.250109861294, 6194.654988621206, 6178.6374250546405]"
1937,"[16900.0, 16900.0, 16900.0, 16900.0, 16900.0, 16906.63917554387, 16917.646809819464, 16935.018343832344, 18879.708899656933, 19386.296879438065, 19861.562616017956, 19801.89092954, 20514.01054352522, 20996.08102838198, 20828.847474257152]"
1938,"[1048.5004487832387, 1048.014353175958, 1059.4800220628579, 1060.4691812992096, 1060.8752339184284, 1062.0462475717068, 1063.2828246255715, 1063.2262510855992, 1059.8639368514218, 1060.6333111872275, 1059.2193321834009, 1057.2845159620047, 1059.0003969619672, 1069.002597262462, 1062.5326544394095]"
1939,"[1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0, 1268.0]"
1940,"[3740.0, 3740.0, 3743.3871757344655, 3740.0, 3740.0, 3740.0, 3740.0, 3885.2016155272718, 3827.0021662662425, 3883.9164809733625, 4137.619537204504, 4190.226507050295, 4192.65162863334, 4253.320202200363, 4326.067625225832]"
1941,"[2527.09176439171, 2526.6011700220406, 2647.6362721696496, 2647.2917527357736, 2754.589981917292, 2754.699394978583, 2844.1616808623075, 2844.9234430839615, 2896.3273394306498, 2896.8363035048046, 2917.1782124650977, 2917.825476159652, 2942.6016409285367, 2942.0547227387624, 2961.3562732270607]"
1942,"[2255.0, 2255.0, 2255.0, 2255.0, 2255.0, 2255.6053379946384, 2285.0914737458024, 2329.3628148982916, 2318.749953955412, 2336.2735328078265, 2355.5074727286897, 2402.237054320673, 2301.43353576151, 2360.354106190304, 2376.4181570118913]"
1943,"[9630.0, 9768.624602178734, 9892.999965672692, 10248.19823213915, 10321.230430031817, 10322.84095669662, 10485.94749228408, 10657.937261487048, 10595.84297312051, 10863.13292451948, 10961.93271091332, 11555.023875964183, 10876.56055524697, 11603.35954834024, 11058.87861168136]"
1944,"[2890.0, 2890.0, 2890.0, 2890.0, 2890.0, 2999.3830060958862, 3011.3566318775215, 3173.7589795868844, 3167.70334262525, 3214.2887076934176, 3204.405422605574, 3247.5790498716137, 3885.5644850470126, 3976.069031966229, 3670.351321251442]"
1945,"[5430.0, 5740.377260168394, 5723.623009721438, 5732.727264404297, 5746.141919769347, 5740.150974178454, 5753.757290321092, 5749.394516587257, 5740.781145921598, 5826.576640555325, 5753.700533202539, 6132.295420467854, 6365.665847183516, 6395.890122808516, 6102.908518246066]"
1946,"[1700.0, 1700.0, 1706.0789264738562, 1786.8978179097176, 1803.3490372821689, 1880.2576676905157, 1878.9459429085255, 1889.9861931949856, 1939.8306841105223, 1846.6615269556642, 1813.2449224926534, 1910.4359180107715, 1854.1679755412044, 1788.5846357382836, 1905.3528087474406]"
1947,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
1948,"[24688.607693960268, 24682.327338928975, 25326.41842948894, 25486.106663942337, 25480.87869895001, 25472.7062591662, 25467.381448174518, 25581.96250324448, 25816.883141795795, 25717.512814638514, 26738.25620363156, 26468.316274074215, 27346.817515480023, 26704.208771139383, 27169.661470440526]"
1949,"[28250.0, 28819.62672534088, 28769.847870990634, 28787.249161303047, 28865.946387623746, 29183.70338448634, 29492.05400024851, 29704.775631439406, 28937.88346539562, 28921.382051706318, 28922.058975696567, 28992.583315695327, 28904.657769079007, 28911.499028404553, 28934.585118166677]"
1950,"[2190.190762996673, 2322.4870434999466, 2320.6292610168457, 2324.070612043142, 2325.9232010804117, 2322.734752640128, 2328.4276141896844, 2331.0250976085663, 2326.7961028702557, 2397.175769545138, 2423.16323222965, 2412.3262854143977, 2415.8320125304163, 2426.876789651811, 2522.2673102281988]"
1951,"[4533.8973343372345, 4535.056090354919, 4534.821385145187, 4532.919842004776, 4533.67475271225, 4693.4847712516785, 4699.535915255547, 4701.278330385685, 4710.317435115577, 4729.523611068726, 4738.986451178789, 4731.534841842949, 4737.723821029067, 4723.511650413275, 4729.2279824614525]"
1952,"[5548.981641451518, 5585.838953097661, 5585.035857756932, 5553.582290093104, 5708.892317255338, 5621.273377726475, 5776.111808081469, 5812.549444377422, 5756.599993502099, 5704.2197060448425, 5873.087566095093, 6362.914290001616, 6848.779480772713, 7023.208179816604, 6473.949406246344]"
1953,"[8850.0, 8850.0, 9081.590451796848, 9135.874855269989, 9088.81111741066, 9060.29711253941, 9308.665527403355, 9403.970858703056, 9583.800214032331, 9668.371042857567, 9752.449095994234, 9900.101967155933, 10042.25677450498, 10064.639535173774, 10121.255466093618]"
1954,"[1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0, 1675.0]"
1955,"[2080.0, 2080.0, 2080.0, 2080.0, 2083.712211944163, 2121.1096847057343, 2142.1186536550526, 2141.811996363104, 2167.2688560709357, 2181.446363436524, 2199.911147744395, 2227.230656184256, 2195.388406372629, 2153.055896444246, 2194.1034223921597]"
